"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.402190833E-1,2.005601654E2,-5.504423523E1,-3.833962097E2,4.361730177E2
7.502700833E-1,2.007166290E2,-5.498747253E1,-3.831440735E2,4.360162478E2
7.603210833E-1,2.007217712E2,-5.511531067E1,-3.833956604E2,4.362558416E2
7.703710833E-1,2.006267548E2,-5.488255310E1,-3.831567688E2,4.359728189E2
7.804220833E-1,2.005140686E2,-5.494799805E1,-3.832914734E2,4.360476210E2
7.904730833E-1,2.005438995E2,-5.498928833E1,-3.832639771E2,4.360423759E2
8.005240833E-1,2.006370392E2,-5.499049377E1,-3.829794312E2,4.358353136E2
8.105740833E-1,2.005631866E2,-5.509490967E1,-3.835089722E2,4.362799246E2
8.206250833E-1,2.004729614E2,-5.501049805E1,-3.831273193E2,4.358923101E2
8.306760833E-1,2.005710144E2,-5.502128601E1,-3.832630005E2,4.360580251E2
8.407260833E-1,2.004327240E2,-5.499598694E1,-3.831422119E2,4.358850651E2
8.507770833E-1,2.005957947E2,-5.506408691E1,-3.827769165E2,4.356476722E2
8.608280833E-1,2.006090546E2,-5.501353455E1,-3.830784912E2,4.359123905E2
8.708790833E-1,2.005312958E2,-5.492631531E1,-3.828036499E2,4.356240754E2
8.809290833E-1,2.005616760E2,-5.491140747E1,-3.829326172E2,4.357495128E2
8.909800833E-1,2.005400391E2,-5.493687439E1,-3.832779541E2,4.360462791E2
9.010310833E-1,2.004215393E2,-5.486094666E1,-3.828638916E2,4.356182691E2
9.110810833E-1,2.005265808E2,-5.490715027E1,-3.831985474E2,4.359665486E2
9.211320833E-1,2.004320374E2,-5.495996094E1,-3.829928589E2,4.357489287E2
9.311830833E-1,2.004970093E2,-5.502793884E1,-3.831717529E2,4.359446261E2
9.412340833E-1,2.004949646E2,-5.509599304E1,-3.832012939E2,4.359782460E2
9.512840833E-1,2.005473175E2,-5.502070618E1,-3.832352905E2,4.360226973E2
9.613350833E-1,2.005674133E2,-5.495953369E1,-3.829856567E2,4.358048312E2
9.713860833E-1,2.005423431E2,-5.498437500E1,-3.828687744E2,4.356937127E2
9.814360833E-1,2.005468140E2,-5.508917236E1,-3.831834106E2,4.359855132E2
9.914870833E-1,2.004549561E2,-5.500195312E1,-3.833246460E2,4.360564052E2
1.001538083E0,2.004754333E2,-5.491220093E1,-3.830150757E2,4.357823968E2
1.011589083E0,2.005641479E2,-5.500509644E1,-3.832301025E2,4.360239094E2
1.021639083E0,2.006752319E2,-5.503227234E1,-3.825336914E2,4.354665599E2
1.031690083E0,2.007206268E2,-5.506689453E1,-3.828998413E2,4.358135168E2
1.041741083E0,2.006898651E2,-5.504315186E1,-3.831257935E2,4.359948900E2
1.051791083E0,2.005830994E2,-5.488526917E1,-3.827727051E2,4.356155602E2
1.061842083E0,2.005980835E2,-5.495112610E1,-3.829768066E2,4.358101098E2
1.071893083E0,2.006138916E2,-5.502926636E1,-3.829663086E2,4.358180207E2
1.081944083E0,2.007011261E2,-5.521992493E1,-3.831778564E2,4.360681733E2
1.091994083E0,2.004858856E2,-5.508206177E1,-3.832980347E2,4.360573440E2
1.102045083E0,2.005231476E2,-5.510781860E1,-3.830078735E2,4.358227112E2
1.112096083E0,2.004950256E2,-5.486926270E1,-3.831730347E2,4.359248396E2
1.122146083E0,2.004773254E2,-5.513291931E1,-3.829147339E2,4.357229512E2
1.132197083E0,2.004960632E2,-5.512307739E1,-3.831348267E2,4.359237553E2
1.142248083E0,2.004982147E2,-5.517706299E1,-3.832662964E2,4.360471263E2
1.152299083E0,2.006212921E2,-5.510617065E1,-3.829798584E2,4.358430507E2
1.162349083E0,2.005841370E2,-5.516223145E1,-3.830898438E2,4.359296918E2
1.172400083E0,2.005094910E2,-5.496319580E1,-3.829017334E2,4.357048844E2
1.182451083E0,2.004393158E2,-5.498515320E1,-3.832496948E2,4.359812094E2
1.192501083E0,2.004793091E2,-5.498709106E1,-3.832699280E2,4.360176272E2
1.202552083E0,2.004739685E2,-5.508464050E1,-3.830180359E2,4.358060870E2
1.212603083E0,2.004754639E2,-5.510180664E1,-3.830179749E2,4.358088913E2
1.222653083E0,2.005514221E2,-5.512742615E1,-3.830375671E2,4.358642952E2
1.232704083E0,2.005621948E2,-5.510322571E1,-3.832072449E2,4.360153117E2
1.242755083E0,2.004854889E2,-5.509011841E1,-3.832401428E2,4.360072929E2
1.252806083E0,2.006103058E2,-5.497573853E1,-3.829341736E2,4.357813763E2
1.262856083E0,2.005102692E2,-5.499877930E1,-3.831602478E2,4.359369327E2
1.272907083E0,2.006390686E2,-5.503713989E1,-3.833397522E2,4.361587879E2
1.282958083E0,2.005821686E2,-5.503038025E1,-3.833377991E2,4.361300463E2
1.293008083E0,2.005093842E2,-5.502059937E1,-3.832345276E2,4.360045672E2
1.303059083E0,2.004794464E2,-5.511303711E1,-3.829018250E2,4.357100674E2
1.313110083E0,2.006723938E2,-5.516203308E1,-3.831792297E2,4.360488294E2
1.323161083E0,2.006510468E2,-5.514717102E1,-3.830722961E2,4.359431581E2
1.333211083E0,2.005935059E2,-5.509109497E1,-3.830990906E2,4.359331331E2
1.343262083E0,2.005128937E2,-5.507527161E1,-3.832121277E2,4.359933955E2
1.353313083E0,2.006194458E2,-5.502822876E1,-3.827295837E2,4.356124450E2
1.363363083E0,2.005430603E2,-5.506779480E1,-3.829377136E2,4.357651587E2
1.373414083E0,2.005468445E2,-5.494087219E1,-3.830793762E2,4.358753776E2
1.383465083E0,2.006287079E2,-5.502392578E1,-3.830408020E2,4.358896269E2
1.393516083E0,2.006442566E2,-5.497065735E1,-3.832794495E2,4.360997905E2
1.403566083E0,2.005844727E2,-5.490861511E1,-3.828254089E2,4.356654455E2
1.413617083E0,2.004563904E2,-5.491604614E1,-3.831462708E2,4.358894371E2
1.423668083E0,2.005459290E2,-5.509886169E1,-3.830061951E2,4.358305859E2
1.433718083E0,2.005244751E2,-5.495928955E1,-3.828317566E2,4.356497934E2
1.443769083E0,2.005086212E2,-5.498410034E1,-3.832452698E2,4.360090541E2
1.453820083E0,2.004769440E2,-5.494616699E1,-3.830372009E2,4.358068192E2
1.463871083E0,2.005112915E2,-5.505059814E1,-3.831561584E2,4.359403493E2
1.473921083E0,2.004857025E2,-5.501655579E1,-3.831394958E2,4.359096370E2
1.483972083E0,2.004102936E2,-5.490528870E1,-3.827812805E2,4.355460770E2
1.494023083E0,2.004887848E2,-5.496517944E1,-3.831767883E2,4.359373520E2
1.504073083E0,2.004420929E2,-5.487857056E1,-3.828647766E2,4.356307235E2
1.514124083E0,2.004064331E2,-5.499774170E1,-3.830662537E2,4.358064303E2
1.524175458E0,2.003892975E2,-5.503724670E1,-3.831386414E2,4.358671673E2
1.534226458E0,2.003766785E2,-5.501339722E1,-3.830306091E2,4.357633930E2
1.544276458E0,2.003888397E2,-5.493489075E1,-3.832489929E2,4.359510522E2
1.554327458E0,2.005948944E2,-5.488931274E1,-3.829447327E2,4.357726662E2
1.564378458E0,2.005639496E2,-5.489326477E1,-3.827528992E2,4.355903468E2
1.574428458E0,2.005254669E2,-5.497282410E1,-3.830196228E2,4.358170553E2
1.584479458E0,2.004376526E2,-5.501174927E1,-3.827398987E2,4.355357335E2
1.594530458E0,2.005085449E2,-5.481929016E1,-3.829022217E2,4.356867482E2
1.604581458E0,2.004240265E2,-5.485835266E1,-3.828206177E2,4.355810540E2
1.614631458E0,2.003489838E2,-5.480865479E1,-3.829658813E2,4.356679587E2
1.624682458E0,2.004238586E2,-5.485911560E1,-3.831990356E2,4.359136917E2
1.634733458E0,2.005479584E2,-5.494247437E1,-3.831096191E2,4.359026719E2
1.644783458E0,2.005573578E2,-5.491662598E1,-3.831258545E2,4.359180083E2
1.654834458E0,2.005880890E2,-5.500003052E1,-3.827636719E2,4.356243948E2
1.664885458E0,2.004142761E2,-5.499644470E1,-3.830958862E2,4.358359199E2
1.674935458E0,2.004991302E2,-5.507170105E1,-3.831759644E2,4.359548293E2
1.684986458E0,2.002639618E2,-5.491168213E1,-3.829833374E2,4.356571863E2
1.695037458E0,2.004155731E2,-5.498957825E1,-3.830897827E2,4.358302850E2
1.705088458E0,2.005252075E2,-5.506274414E1,-3.828255615E2,4.356577501E2
1.715138458E0,2.005205994E2,-5.502786255E1,-3.831329346E2,4.359213484E2
1.725189458E0,2.004978790E2,-5.491065979E1,-3.829379272E2,4.357247252E2
1.735240458E0,2.004201508E2,-5.490669250E1,-3.828487549E2,4.356100904E2
1.745290458E0,2.005053711E2,-5.501924133E1,-3.830139160E2,4.358086514E2
1.755341458E0,2.005147858E2,-5.498474121E1,-3.828919678E2,4.357014575E2
1.765392458E0,2.005450897E2,-5.499938965E1,-3.832207031E2,4.360061619E2
1.775443458E0,2.004063721E2,-5.508303833E1,-3.833358154E2,4.360541279E2
1.785493458E0,2.003949280E2,-5.492951965E1,-3.831813965E2,4.358937507E2
1.795544458E0,2.004049377E2,-5.492117310E1,-3.835036621E2,4.361806199E2
1.805595458E0,2.003925781E2,-5.501266479E1,-3.832536621E2,4.359666824E2
1.815645458E0,2.004571533E2,-5.497366333E1,-3.831722412E2,4.359198784E2
1.825696458E0,2.004510193E2,-5.501065063E1,-3.831845703E2,4.359325610E2
1.835747458E0,2.004198914E2,-5.493066406E1,-3.830291748E2,4.357715680E2
1.845798458E0,2.004171143E2,-5.488313293E1,-3.831997070E2,4.359142042E2
1.855848458E0,2.004838715E2,-5.494892883E1,-3.829604492E2,4.357428980E2
1.865899458E0,2.005113831E2,-5.493528748E1,-3.830294189E2,4.358144517E2
1.875950458E0,2.006055908E2,-5.487707520E1,-3.830128784E2,4.358359341E2
1.886000458E0,2.004924927E2,-5.490237427E1,-3.829635620E2,4.357437322E2
1.896051458E0,2.005033264E2,-5.494386292E1,-3.831386719E2,4.359078502E2
1.906102458E0,2.005192719E2,-5.493928528E1,-3.830287476E2,4.358179952E2
1.916152458E0,2.005281525E2,-5.494657898E1,-3.831373291E2,4.359184321E2
1.926203458E0,2.006397247E2,-5.500509644E1,-3.832124634E2,4.360431766E2
1.936254458E0,2.005809479E2,-5.495858765E1,-3.829102173E2,4.357446471E2
1.946305458E0,2.004879761E2,-5.489588928E1,-3.830839844E2,4.358466775E2
1.956355458E0,2.004556580E2,-5.500920105E1,-3.830620728E2,4.358268401E2
1.966406458E0,2.006335907E2,-5.500222778E1,-3.832292480E2,4.360547435E2
1.976457458E0,2.004561768E2,-5.499258423E1,-3.833884277E2,4.361118545E2
1.986507458E0,2.004245453E2,-5.489587402E1,-3.830697021E2,4.358049472E2
1.996558458E0,2.004542694E2,-5.504888916E1,-3.831316833E2,4.358923962E2
2.006609458E0,2.005125122E2,-5.508593750E1,-3.830392761E2,4.358426495E2
2.016660458E0,2.004949646E2,-5.508879089E1,-3.832967834E2,4.360612685E2
2.026710458E0,2.004611359E2,-5.501741028E1,-3.834052429E2,4.361320473E2
2.036761458E0,2.003752747E2,-5.499168396E1,-3.830661316E2,4.357912312E2
2.046812458E0,2.004358063E2,-5.499349976E1,-3.831896057E2,4.359278282E2
2.056862458E0,2.005114746E2,-5.512361145E1,-3.831546936E2,4.359483722E2
2.066913458E0,2.004791260E2,-5.498338318E1,-3.829273987E2,4.357160142E2
2.076964458E0,2.003926849E2,-5.505024719E1,-3.831230774E2,4.358566855E2
2.087014458E0,2.004272003E2,-5.496823120E1,-3.831956482E2,4.359259959E2
2.097065458E0,2.004856262E2,-5.494218445E1,-3.833232117E2,4.360617096E2
2.107116458E0,2.004110107E2,-5.499693298E1,-3.831795959E2,4.359080621E2
2.117167458E0,2.003857269E2,-5.498521423E1,-3.828788147E2,4.356305775E2
2.127217458E0,2.004041138E2,-5.498449707E1,-3.831392517E2,4.358678583E2
2.137268458E0,2.005475006E2,-5.505393982E1,-3.830165710E2,4.358347508E2
2.147319458E0,2.004584198E2,-5.503453064E1,-3.832793884E2,4.360223242E2
2.157369458E0,2.003770447E2,-5.494136047E1,-3.833620300E2,4.360458224E2
2.167420458E0,2.003955536E2,-5.487591553E1,-3.832042542E2,4.359073805E2
2.177471458E0,2.004726715E2,-5.495855713E1,-3.835675964E2,4.362726625E2
2.187522458E0,2.005459747E2,-5.496041870E1,-3.830503235E2,4.358519083E2
2.197572458E0,2.004658356E2,-5.497224426E1,-3.832883606E2,4.360257633E2
2.207623458E0,2.003663635E2,-5.488488770E1,-3.831721497E2,4.358668682E2
2.217674458E0,2.003755035E2,-5.492987061E1,-3.831631775E2,4.358688492E2
